Unnamed: 0,label,text
32,Fungal infection,ive rather itchy recently rashy blotch skin also certain region dark color rest skin ive got painful lump
33,Fungal infection,recently ive scratching lot skin covered rashy place additionally ive pimple rather firm certain spot body different shade brown rest skin
34,Fungal infection,skin really itchy rashy spot also patch look different color rest skin ive bump kind hard
35,Fungal infection,skin really scratchy rash body bump quite firm well area darker shade rest skin extremely unpleasant
36,Fungal infection,rashy area skin really irritating additionally bump fairly firm patch different colour rest skin
37,Fungal infection,recently ive scratching lot skin covered rashy place addition spot skin doesnt appear usual shade ive experienced lump quite painful
38,Fungal infection,ive really itchy lately rashy spot skin also area dont look like normal color skin ive bump kind hard
39,Fungal infection,ive quite itchy recently rashy place body also region dont appear typical hue skin ive experienced firm lump
40,Fungal infection,ive itching rashy patch skin recently also region dont appear regular tone skin ive experienced painful bump
41,Fungal infection,recently ive itching lot skin covered rashy patch furthermore region skin doesnt appear usual tone ive experienced lump exceptionally painful
42,Fungal infection,ive constant itch red bumpy spot skin also patch different color rest skin ive bump kind like little lump
43,Fungal infection,red bumpy area skin ive scratching nonstop additionally bump resemble little lump spot different shade skin rest body
44,Fungal infection,ive lot itching skin occasionally turn rash also odd patch skin different hue rest occasionally get little pimple resemble nodule
45,Fungal infection,ive tendency itching skin frequently turn rash also strange patch skin different tone rest skin regularly get little lump mimic nodule
46,Fungal infection,ive experiencing lot itching skin sometimes turn rash also strange patch skin different color rest sometimes get little bump look like nodule
47,Fungal infection,body itching terribly red spot everywhere patch also differ tone natural complexion lump pimple appeared skin
48,Fungal infection,skin really itchy lately occasionally erupts rash addition odd area skin different coloration rest occasionally develop little bump look like nodule
49,Fungal infection,red blotch body itching horribly patch also differ complexion natural skin lump bump developed skin
50,Common Cold,cant stop sneezing nose really runny im also really cold tired time ive coughing lot fever really high like way normal
51,Common Cold,nose extremely runny cant seem stop sneezing addition constantly feel cold exhausted ive coughing lot fever also really high far normal
52,Common Cold,ive sneezing nonstop cant seem shake chill im feeling really weak tired cough wont go away fever really high
53,Common Cold,ive sneezing incessantly cant get chill go away feel weak exhausted cough wont stop temperature really high
54,Common Cold,im constantly sneezing body shaking cold im tired barely move head killing fever roof
55,Common Cold,im constantly sneezing cold making body tremble im exhausted hardly move head hurt fever quite high
56,Common Cold,ive quite exhausted ill im sneezing nonstop quite cold head throbbing lack energy additionally high fever feel like fire
57,Common Cold,ive feeling really tired sick ive sneezing lot cant seem get warm im tired head killing fever really high like im boiling
58,Common Cold,ive quite exhausted ill throat quite painful ive fairly nasty cough ive got lot chill pretty high temperature feeling extremely run weak
59,Common Cold,ive quite exhausted ill sneezing lot trouble warming im exhausted head hurt feel like boiling high temperature
60,Common Cold,cant stop sneezing feel really tired crummy throat really sore lot gunky stuff nose throat neck feel swollen puffy
61,Common Cold,cant stop sneezing im exhausted sick throat really uncomfortable lot junk nose throat neck also swollen puffy
62,Common Cold,keep sneezing im miserable exhausted lot gunky thing nose throat throat really hurting neck also feel puffy swollen
63,Common Cold,ive feeling really exhausted sick stomach ive really bad cough throat hurt lot ive experienced substantial sinus pressure congested nose im really unpleasant worn
64,Common Cold,ive sneezing lot feeling really tired sick there also lot gross stuff coming nose throat feel really scratchy neck feel swollen
65,Common Cold,ive wheezing lot generally feeling sick exhausted throat feel really scratchy lot gross stuff flowing nose neck also feel bloated
66,Common Cold,sinus feel incredibly congested eye continuously red constantly feel drained exhausted addition lot uncomfortable phlegm throat lymph node feel bloated breathing challenging
67,Common Cold,eye really red sinus feel congested dont energy throat really itchy ive also noticed lymph node swollen ive coughing lot phlegm
68,Common Cold,sinus feel stuffy eye quite red simply lack energy throat really scratchy along swelling lymph node ive also coughing lot phlegm
69,Common Cold,eye always red itchy nose feel stuffy congested feel kind sick tired time keep coughing gunk throat feel sore scratchy ive noticed bump neck bigger usual
70,Common Cold,nose always feel stuffy congested eye always red itching feeling unwell fatigued keep hacking gunk scratchy irritated throat ive seen neck bump larger usual
71,Common Cold,keep sneezing eye dont quit dripping incredibly difficult breathe feel like something trapped throat often feel exhausted lately ive lot phlegm moreover lymph node enlarged
72,Common Cold,eye red watery time ive also pressure sinus wont go away im always feeling tired ive lot trouble breathing ive also lot gunk throat lymph node swollen
73,Common Cold,eye constantly red runny persistent tightness sinus also bothering ive lot difficulty breathing constantly feel fatigued addition lot throat mucus inflamed lymph node
74,Common Cold,nose feel quite clogged eye constantly red runny addition chest hurt ive lot breathing problem addition muscle feel quite painful cant smell anything
75,Common Cold,eye usually red runny nose always stuffy ive also difficulty breathing chest hurt addition cant smell anything muscle quite painful
76,Common Cold,eye usually red inflamed impression something clogging sinus ive coughing lot gunk chest hurt cant smell anything muscle aching
77,Common Cold,eye always red swollen feel like there something blocking sinus ive coughing lot goo chest feel really heavy cant smell anything muscle really sore
78,Common Cold,ive coughing lot feeling chilly shivery nose quite clogged experiencing facial pressure also lot phlegm coughing pain chest cant smell anything muscle aching
79,Common Cold,day ive nasty cough cold sinus clogged facial pressure ive also creating phlegm coughing pain chest cant smell anything muscle aching
80,Common Cold,ive nasty cough cold day sinus congested facial pressure ive also coughing mucus pain chest cant smell anything muscle aching
81,Common Cold,cough cold awful day sinus congested face strain additionally ive coughing phlegm hurt chest sense smell muscle hurt lot
82,Common Cold,im coughing nonstop im shivering terribly stuffy nose face strain addition throat coughing nasty gunk chest hurt muscle hurt lot cant smell anything
83,Common Cold,cant stop coughing feel really cold sinus blocked lot mucus chest hurt cant smell anything muscle also really sore
84,Common Cold,im coughing nonstop really chilly mucus production excessive sinus fully clogged cant smell anything chest hurt muscle quite painful well
85,Common Cold,cant stop coughing im freezing sinus completely blocked im inundated mucous chest hurt im unable smell anything muscle also really achy
86,Common Cold,ive coughing lot finding difficult breathe throat hurt feel like lot phlegm trapped chest nose running lot ive feeling really congested
87,Common Cold,ive quite exhausted ill throat quite painful ive fairly nasty cough ive got lot chill pretty high temperature feeling extremely run weak
88,Common Cold,ive experiencing severe weariness sickly sensation throat really painful ive fairly severe cough nose quite stuffy ive significant sinus pressure im really miserable extremely exhausted
89,Common Cold,ive feeling really sick ive lot fatigue ive really bad cough throat really sore ive lot sinus pressure nose really congested feel really run miserable
90,Common Cold,ive quite exhausted ill throat quite painful ive fairly nasty cough ive got lot chill pretty high temperature simply put feel really run feeble
91,Common Cold,ive really weary ill ive suffering severe cough sore throat ive got lot chill pretty high temperature simply feel tired run
92,Common Cold,cant quit sneezing nose running im also constantly chilly exhausted ive coughing lot fever also really high well usual
93,Common Cold,ive feeling awful lot congestion runny nose ive coughing lot lot chest pain fever really high ive experiencing severe muscular discomfort
94,Common Cold,neck swollen im exhausted throat scratchy eye burning red nose really clogged experiencing facial pressure chest hurt im unable smell anything
95,Common Cold,lack energy feel like neck bloated eye red throat feel scratchy severe congestion nostril face pressure cant smell anything chest hurt
96,Common Cold,feel quite weak lymph node enlarged eye burning throat hurt sinus strain nose stuffy cant smell anything chest hurt
97,Common Cold,ive terrible cough cold day face tired sinus blocked addition chest hurt phlegm ive coughing cant smell muscle terrible pain
98,Common Cold,red watery eye time sinus also bothered constant tightness breathing quite tough ive feeling worn time lymph node irritated also lot throat mucous
99,Common Cold,always get hot puffy eye feeling something obstructing sinus chest feel quite heavy ive coughing lot gunk sense smell muscle hurt lot
100,Pneumonia,ive feeling really cold tired lately ive coughing lot chest pain heart beating really fast cough phlegm kind rusty color
101,Pneumonia,ive coughing lot recently chest pain feeling incredibly chilly exhausted additionally heart thumping rapidly phlegm cough reddish hue
102,Pneumonia,ive feeling really drained cold cant stop coughing hurt chest heart feel like racing mucus im coughing gross brownish color
103,Pneumonia,ive exhausted chilly cant stop coughing pain chest make heart race coughing mucous disgusting brownish hue
104,Pneumonia,ive chill feeling exhausted cant seem shake cough chest hurt cough heart feel like going million mile hour phlegm im coughing dirty rust color
105,Pneumonia,ive experiencing chill feeling worn cant seem get rid cough cough chest ache heart feel like beating million mile per hour im coughing nasty rustcolored phlegm
106,Pneumonia,ive feeling really weak cold lately cough wont go away hurt chest cough heart pounding mucus im bringing rusty brown color
107,Pneumonia,ive chill feeling really worn cough wont go away chest hurt cough heart racing mucus im bringing gross brownish color
108,Pneumonia,ive experiencing chill feel really exhausted cough wont go away cough chest ache heart pounding disgusting brownish hue mucous im coming
109,Pneumonia,really high fever im trouble breathing im sweating lot feeling really cold tired heart beating really fast brownish sputum
110,Pneumonia,im problem breathing high fever im perspiring lot experiencing extreme fatigue chilly heart racing im coughing brownish mucus
111,Pneumonia,temperature high im hard time breathing im sweating profusely im shaking chill im really tired heart beating really fast also brownish phlegm coming
112,Pneumonia,im trouble breathing fever really high im drenched sweat shivering chill heart thumping rapidly im quite exhausted additionally im brownish phlegm
113,Pneumonia,fever really high im trouble catching breath im sweating lot feeling cold tired heart beating really fast also brownish phlegm coming
114,Pneumonia,really high fever problem breathing heart racing quite quickly im perspiring lot feel chilly exhausted im also cough brownish phlegm
115,Pneumonia,ive feeling really sick high fever shortness breath sweating chill extreme fatigue heart rate rapid ive coughing lot brownish sputum
116,Pneumonia,high temperature shortness breath sweating chill intense exhaustion ive feeling quite poorly ive coughing lot brownish phlegm pulse rate racing
117,Pneumonia,im really hard time catching breath im sweating lot feel really sick lot mucus throat chest hurt heart racing mucus im coughing dark look like rust
118,Pneumonia,im sweating profusely finding difficult catch breath feel quite ill throat mucous heart pounding chest ache im coughing thick mucous resembles rust
119,Pneumonia,im lot trouble breathing really uneasy im feeling unwell perspiring lot chest hurt lot mucus throat heart racing hue mucus im coughing
120,Pneumonia,cant seem get enough air im sweating lot dont feel well there lot phlegm throat chest hurt heart racing mucus im coughing reddish color
121,Pneumonia,im sweating profusely cant seem get enough air throat filled lot mucus dont feel good heart pounding chest ache im coughing reddishcolored mucous
122,Pneumonia,cant seem catch breath im sweating lot feel really sick lot phlegm throat chest hurt heart racing mucus im coughing yellowish
123,Pneumonia,im dripping perspiration cant seem catch breath throat filled lot phlegm feel awful heart pounding chest ache im coughing brownish mucous
124,Pneumonia,im hard time breathing feel really uncomfortable im sweating lot there lot phlegm throat chest hurt heart beating fast mucus im coughing brownish
125,Pneumonia,im trouble breathing quite uneasy throat filled lot phlegm im perspiring lot heart racing chest ache im coughing reddish mucous
126,Pneumonia,cant seem catch breath im sweating lot feel really sick lot phlegm throat chest hurt heart racing mucus im coughing brownish stringy
127,Pneumonia,im dripping perspiration cant seem catch breath throat filled lot phlegm feel awful heart pounding chest ache im coughing stringy brownish mucous
128,Pneumonia,im drenched sweat struggling breathe dont feel well lot mucous throat chest ache heart racing im coughing mucus crimson colour
129,Pneumonia,ive feeling lousy high temperature shortness breath sweating chill extreme weariness heart beating ive coughing lot brownish phlegm
130,Pneumonia,really high fever problem breathing heart racing quite quickly im perspiring lot feel chilly exhausted im also cough brownish phlegm
131,Pneumonia,fever really high im difficulty breathing im drenched sweat shivering chill im quite fatigued heart racing im also expecting brownish phlegm
132,Pneumonia,ive getting chill feeling tired cant seem shake cough chest ache heart feel like racing million mile per hour cough im coughing foul rusty phlegm
133,Pneumonia,im hard time breathing feel really uncomfortable im sweating lot there lot phlegm throat chest hurt heart beating fast mucus im coughing brownish
134,Pneumonia,im trouble breathing really uncomfortable im sweating profusely lot mucus throat chest ache heart racing im coughing dark mucous
135,Pneumonia,ive got high fever cant seem catch breath ive sweating profusely generally feeling ill weak ive also quite thick black phlegm chest ache heart racing rapidly
136,Pneumonia,lately ive experiencing chill fatigue cough high fever difficulty breathing ive sweating lot feeling really sick weak ive also phlegm thats really thick dark
137,Pneumonia,ive recently suffering chill lethargy cough high temperature difficulty breathing ive sweating profusely generally feeling ill weak ive also quite thick black phlegm
138,Pneumonia,lately ive experiencing chill fatigue cough high fever difficulty breathing ive sweating lot feeling really sick weak ive also phlegm thats really thick dark
139,Pneumonia,ive recently suffering chill lethargy cough high temperature difficulty breathing ive sweating profusely generally feeling ill weak ive also quite thick red phlegm
140,Pneumonia,ive chill lethargy cough high temperature difficulty breathing lately ive sweating profusely generally feeling ill weak ive also quite thick black phlegm
141,Pneumonia,ive lot respiratory issue lately along chill exhaustion cough high temperature ive sweating profusely generally feeling ill weak chest ache heart racing rapidly
142,Pneumonia,ive suffering chill tiredness cough recently ive sweating tremendously feeling overall unwell weak ive also thick black phlegm chest ache heart racing
143,Pneumonia,im running temperature cant seem catch breath ive sweating tremendously feeling overall unwell weak ive also thick black phlegm heart beating frantically chest hurt
144,Pneumonia,im drenched sweat cant seem catch breath throat clogged mucus im miserable heart racing chest ache im coughing brownish stringy mucus
145,Pneumonia,im saturated sweat struggling breathe throat blocked mucous im uncomfortable heart racing chest ache im coughing darkish stringy mucous
146,Pneumonia,im lot problem breathing im feeling good im sweating lot lot mucous throat chest hurt breathing laboured phlegm im coughing odd tint
147,Pneumonia,lot difficulty breathing dont feel well im perspiring lot chest hurt lot mucus throat im trouble breathing phlegm im coughing strange hue
148,Pneumonia,ive coughing lot feeling incredibly chilly exhausted pretty high fever difficult breathe ive perspiring lot generally feeling weak ill ive quite thick black phlegm
149,Pneumonia,ive recently chill exhaustion cough high temperature breathing issue ive perspiring lot generally feeling weak ill ive quite thick black phlegm heart racing quite quickly
150,Dimorphic Hemorrhoids,constipation discomfort bowel motion anus pain recently bothering anus quite inflamed stool extremely bloody
151,Dimorphic Hemorrhoids,lately ive experiencing constipation pain bowel movement pain anus stool also really bloody anus really irritated
152,Dimorphic Hemorrhoids,recently ive lot difficulty using restroom bowel movement extremely uncomfortable difficult anus quite inflamed stool extremely bloody
153,Dimorphic Hemorrhoids,ive lot trouble going bathroom lately really painful there blood stool ive also pain irritation around anus
154,Dimorphic Hemorrhoids,recently ive lot difficulty using restroom hurt lot ive noticed blood stool around anus ive also experiencing discomfort itching
155,Dimorphic Hemorrhoids,lately ive really constipated really painful go bathroom ive also noticed blood stool anus really irritated
156,Dimorphic Hemorrhoids,ive suffering severe constipation lately whenever go restroom hurt lot aside anus really itchy ive observed blood stool
157,Dimorphic Hemorrhoids,ive lot trouble going bathroom lately really painful ive also noticed stool bloody anus really irritated
158,Dimorphic Hemorrhoids,recently ive lot discomfort difficulty using restroom additionally ive noticed anus quite sore stool bloody
159,Dimorphic Hemorrhoids,ive terribly constipated lately go bathroom hurt lot aside anus really itchy ive observed blood stool
160,Dimorphic Hemorrhoids,ive quite constipated lately going restroom excruciatingly uncomfortable ive also observed blood stool anus aggravated
161,Dimorphic Hemorrhoids,ive lot trouble going bathroom lately really painful ive experiencing pain anus stool also bloody anus really irritated
162,Dimorphic Hemorrhoids,ive lot problem using restroom recently excruciatingly uncomfortable ive feeling agony anus stool bloody well anus really inflamed
163,Dimorphic Hemorrhoids,ive trouble going restroom recently try go really uncomfortable anus hurt lot ive also blood stool anus really uncomfortable
164,Dimorphic Hemorrhoids,ive really hard time going bathroom lately really painful try go anus hurt lot there also blood stool anus really itchy
165,Dimorphic Hemorrhoids,ive experiencing problem using restroom recently quite difficult go hurt ive also experiencing buttock soreness bloody stool anus also quite itching sensitive
166,Dimorphic Hemorrhoids,recently ive problem using restroom going incredibly difficult hurt addition ive experiencing butt soreness stool bloody anus also quite itching aggravated
167,Dimorphic Hemorrhoids,ive constipated really hard go bathroom go hurt stool bloody ive also pain butt anus really itchy irritated
168,Dimorphic Hemorrhoids,since ive constipated using restroom quite challenging go ache ive blood stool anus quite itchy irritating ive also experiencing discomfort butt
169,Dimorphic Hemorrhoids,ive constipated really hard go bathroom go hurt stool bloody ive also pain butt anus really itchy irritated
170,Dimorphic Hemorrhoids,since ive constipated using restroom quite challenging go ache ive blood stool anus quite itchy irritating ive also experiencing discomfort butt
171,Dimorphic Hemorrhoids,ive constipated really hard go bathroom go hurt stool bloody ive also pain butt anus really itchy irritated
172,Dimorphic Hemorrhoids,constipation made quite difficult use restroom stool bloody go hurt addition anus quite itchy inflamed ive experiencing butt soreness
173,Dimorphic Hemorrhoids,incredibly difficult use restroom hurt lot stool bloody butt hurting anus also quite itching aggravated
174,Dimorphic Hemorrhoids,im lot trouble going bathroom really painful stool bloody ive pain butt anus really itchy irritated
175,Dimorphic Hemorrhoids,ive trouble going bathroom really hard go hurt anus really sore bleeding go really painful im really uncomfortable
176,Dimorphic Hemorrhoids,ive finding challenging use restroom going quite difficult ache go anus bleeds really uncomfortable im lot discomfort hurt extremely bad
177,Dimorphic Hemorrhoids,ive difficulty using restroom difficult go ache anus quite painful bleeding whenever go excruciatingly painful im quite uneasy
178,Dimorphic Hemorrhoids,lately ive experiencing constipation pain bowel movement anus really sore bleeding go really painful im really uncomfortable
179,Dimorphic Hemorrhoids,ive recently suffering constipation digestive discomfort anus quite painful bleeding whenever go excruciatingly painful im quite uneasy
180,Dimorphic Hemorrhoids,constipation soreness bowel motion bothering lately go anus bleeds really uncomfortable im lot discomfort hurt extremely bad
181,Dimorphic Hemorrhoids,ive lot trouble bowel movement lately hard go hurt anus really sore bleeding go really painful im really uncomfortable
182,Dimorphic Hemorrhoids,bowel motion really difficult recently going difficult ache go anus bleeds really uncomfortable im lot discomfort hurt extremely bad
183,Dimorphic Hemorrhoids,ive experiencing lot bowel movement issue recently difficult go hurt anus quite painful bleeding whenever go excruciatingly painful im quite uneasy
184,Dimorphic Hemorrhoids,im lot trouble bowel movement lately hard go hurt anus really sore bleeding go really painful im really uncomfortable
185,Dimorphic Hemorrhoids,ive experiencing lot problem bowel motion recently difficult go hurt anus quite painful bleeding whenever go excruciatingly painful im quite uneasy
186,Dimorphic Hemorrhoids,bowel motion giving lot problem right going difficult going hurt go anus bleeds really uncomfortable im lot discomfort hurt extremely bad
187,Dimorphic Hemorrhoids,lately ive experiencing constipation pain bowel movement anus really sore bleeding go really painful im really uncomfortable
188,Dimorphic Hemorrhoids,ive constipation bowel motion hurt recently go anus bleeds really uncomfortable im lot discomfort hurt extremely bad
189,Dimorphic Hemorrhoids,ive recently suffering constipation digestive discomfort anus quite painful bleeding whenever go excruciatingly painful im quite uneasy
190,Dimorphic Hemorrhoids,ive experiencing lot bowel movement issue recently difficult go hurt anus quite painful bleeding whenever go excruciatingly painful im quite uneasy
191,Dimorphic Hemorrhoids,im lot trouble bowel movement lately hard go hurt anus really sore bleeding go really painful im really uncomfortable
192,Dimorphic Hemorrhoids,bowel motion really difficult recently going difficult ache go anus bleeds really uncomfortable im lot discomfort hurt extremely bad
193,Dimorphic Hemorrhoids,ive experiencing lot problem bowel motion recently difficult go hurt anus quite painful bleeding whenever go excruciatingly painful im quite uneasy
194,Dimorphic Hemorrhoids,ive experiencing lot bowel movement issue recently difficult go hurt anus quite painful bleeding whenever go really painful im really uncomfortable
195,Dimorphic Hemorrhoids,ive getting lot bowel issue recently difficult go hurt anus quite painful bleeding whenever go excruciatingly painful im quite uneasy
196,Dimorphic Hemorrhoids,ive really hard time going bathroom lately really painful im able go every day there also lot pain anus around area stool really bloody anus feel really irritated
197,Dimorphic Hemorrhoids,ive finding incredibly difficult recently use restroom go sporadically hurt much anus surrounding region also quite painful anus feel really aggravated stool extremely bloody
198,Dimorphic Hemorrhoids,im lot trouble constipation pain trying go bathroom hurt lot anus area around stool bloody anus really irritated
199,Dimorphic Hemorrhoids,constipation bowel movement discomfort common lately region surrounding anus ache lot anus really itchy stool bloody
200,Arthritis,muscle feeling really weak neck extremely tight ive experiencing lot stiffness walk joint swollen walking also really uncomfortable
201,Arthritis,ive feeling really weak muscle neck really stiff joint swelling ive lot stiffness move around also really painful walk
202,Arthritis,muscle quite weak neck really stiff joint swollen ive experiencing lot stiffness move around walking also excruciatingly uncomfortable
203,Arthritis,ive feeling really weak muscle neck really stiff joint swelling hard move around walking really painful
204,Arthritis,muscle really weak neck extremely stiff joint swollen making difficult move walking excruciatingly uncomfortable
205,Arthritis,ive experiencing severe muscular weakness neck really stiff difficult move since joint swollen really uncomfortable walk
206,Arthritis,muscle feeling really weak neck extremely tight joint swollen making difficult move hurt lot walk
207,Arthritis,neck tense ive feeling like muscle incredibly weak trouble moving since joint enlarged walk quite painful
208,Arthritis,neck really stiff ive terrible muscle weakness due swelling joint challenging move walking quite unpleasant
209,Arthritis,ive feeling really weak muscle lately neck really stiff joint swelling hard move around without feeling stiff walking really painful
210,Arthritis,recently muscle felt quite weak neck really tight swollen joint find difficult move without becoming stiff also really uncomfortable walk
211,Arthritis,ive experiencing muscular weakness stiffness neck recently joint swollen making difficult walk without becoming stiff walking also excruciatingly uncomfortable
212,Arthritis,recently ive suffering neck muscle weakness stiffness joint enlarged difficult walk without feeling stiff walking also excruciatingly uncomfortable
213,Arthritis,lately neck tight muscle weakened swelling joint make difficult move without getting stiff also agonisingly painful walk
214,Arthritis,ive feeling really weak muscle neck really stiff joint swelling hard move around without feeling stiff walking really painful
215,Arthritis,muscle feeling really weak neck extremely tight swollen joint find difficult move without becoming stiff also really uncomfortable walk
216,Arthritis,muscle quite weak neck really stiff joint swollen making difficult walk without becoming stiff walking also excruciatingly uncomfortable
217,Arthritis,muscle really weak neck extremely stiff joint swollen making difficult walk without feeling stiff walking also really uncomfortable
218,Arthritis,muscle quite weak neck really stiff joint swollen making difficult move without becoming stiff walking quite uncomfortable well
219,Arthritis,neck really tight muscle rather weak swelling joint make hard move without getting stiff additionally walking quite unpleasant
220,Arthritis,ive feeling really weak muscle neck really stiff joint swelling hard move around without feeling stiff walking really painful
221,Arthritis,muscle feeling really weak neck extremely tight swollen joint find difficult move without becoming stiff also really uncomfortable walk
222,Arthritis,neck extremely tight muscle feeling extremely weak difficult move around without becoming stiff due swollen joint walking also extremely uncomfortable
223,Arthritis,neck extremely stiff muscle extremely weak result swelling joint find difficult move around without feeling stiff additionally walking extremely uneasy
224,Arthritis,ive experiencing stiffness weakness neck muscle recently since joint grown hard walk without getting stiff additionally walking extremely uncomfortable
225,Arthritis,neck extremely tight muscle feeling extremely weak joint swollen ive walking around lot stiffness additionally walking extremely uneasy
226,Arthritis,ive experiencing stiffness weakness neck muscle recently since joint grown hard walk without getting stiff additionally walking extremely uncomfortable
227,Arthritis,ive feeling really weak muscle neck really stiff joint swelling hard move around without feeling stiff walking really painful
228,Arthritis,muscle quite weak neck really stiff joint swollen making difficult walk without feeling stiff walking also really uncomfortable
229,Arthritis,ive experiencing severe muscular weakness neck really stiff swollen joint find difficult move without becoming stiff also really uncomfortable walk
230,Arthritis,ive feeling really weak muscle lately neck really stiff joint swollen hard move around also painful walk
231,Arthritis,ive feeling truly frail muscle recently neck truly solid swollen joint make difficult move around walking also difficult
232,Arthritis,recently muscle felt quite weak neck really tight swollen joint making difficult move walking also painful
233,Arthritis,ive experiencing muscular weakness stiffness neck recently joint enlarged making difficult move walking also difficult
234,Arthritis,ive feeling truly frail muscle recently neck truly solid difficult move around joint swelling walking also extremely painful
235,Arthritis,muscle feeling feeble recently neck rock solid joint become swollen making difficult move walking quite uncomfortable well
236,Arthritis,muscle feeling rather weak lately neck really strong joint swollen making challenging move also excruciatingly difficult walk
237,Arthritis,neck extremely tight muscle felt quite weak recently difficult move around without becoming stiff due swollen joint walking also extremely uncomfortable
238,Arthritis,ive experiencing stiffness weakness neck muscle recently since joint grownup heavy behalf pine tree state run whereas getting stiff additionally walking terribly uncomfortable
239,Arthritis,ive experiencing muscular weakness stiffness neck recently joint swollen creating troublesome behalf run regarding changing stiff walking additionally agonizingly uncomfortable
240,Arthritis,muscle quite weak neck stiff joint swollen creating troublesome behalf steer concerning feeling stiff walking conjointly uncomfortable
241,Arthritis,muscle area unit quite weak neck terribly stiff joint swollen making hard behalf maine steer regarding whereas feeling stiff walking put together terribly uncomfortable
242,Arthritis,ive experiencing stiffness weakness neck muscle recently since joint grownup onerous behalf run obtaining stiff addition walking extraordinarily uncomfortable
243,Arthritis,neck tight muscle felt quite weak recently tough behalf maneuver around changing stiff thanks swollen joint walking additionally uncomfortable
244,Arthritis,recently try walk stiffness stiff neck swollen joint muscular weakness walking also really uncomfortable
245,Arthritis,lately experiencing muscle weakness stiff neck swelling joint stiffness attempt move around also painful steer
246,Arthritis,recently muscle neck become tight weak difficult run since joint older without getting tight act walking also quite unpleasant
247,Arthritis,ive experiencing stiffness weakness neck muscle recently since joint grownup heavy behalf american state run whereas getting stiff additionally walking uncomfortable
248,Arthritis,recently muscle neck become tight weak since joint matured difficult american government run without becoming stiff walking also quite unpleasant
249,Arthritis,lately ive stiffness weakness neck muscle since joint matured difficult american state operate without becoming stiff furthermore walking quite painful
250,Acne,ive really bad rash skin lately full pusfilled pimple blackhead skin also scurring lot
251,Acne,ive developed severe rash skin clogged pusfilled pimple blackhead skin also quite sensitive
252,Acne,skin breaking terrible rash lately blackhead pusfilled pimple abound additionally skin scurring lot
253,Acne,ive recently experiencing severe skin rash blackhead pimple packed pu everywhere additionally skin scurring lot
254,Acne,ive unhealthy rash skin latterly filled pusfilled pimple blackhead skin additionally scurring heap
255,Acne,skin acquired nasty rash full pusfilled pimple blackhead skin really sensitive well
256,Acne,nasty rash appeared skin blackhead pimple packed pu everywhere additionally skin extremely sensitive
257,Acne,recently experienced severe skin rash blackhead pimple filled pu clogging additionally skin quite irritated
258,Acne,skin recently severely rashy blackhead pusfilled pimple blocked skin quite delicate well
259,Acne,lately ive experiencing skin rash lot pusfilled pimple blackhead skin also scurring lot
260,Acne,skin rash several pusfilled pimple blackhead bothering lately additionally skin scurring lot
261,Acne,skin developed revolting rash pusfilled pimple blackhead everywhere skin also really sensitive
262,Acne,skin developed horrible rash blackhead pusfilled pimple everywhere furthermore skin exceedingly sensitive
263,Acne,nasty rash appeared skin blackhead pimple packed pu everywhere additionally skin extremely sensitive
264,Acne,skin simply nonheritable nasty rash packed pusfilled pimple blackhead skin sensitive moreover
265,Acne,skin developed terrible rash inherited lot blackhead pusfilled pimple furthermore skin exceedingly sensitive
266,Acne,recently ive experiencing lot acne breakout pimple contain pu ive also struggling blackhead
267,Acne,woke morning found really nasty rash skin ton blackhead pimple filled pu skin also really scurrying
268,Acne,ive noticing really nasty rash skin lately covered blackhead pimple packed pu skin also really scurrying
269,Acne,developed really nasty rash skin ton blackhead pimple filled pu skin also really scurrying
270,Acne,ive dealing really nasty rash skin lately covered blackhead pimple packed pu skin also really scurrying
271,Acne,woke morning find really nasty rash skin ton blackhead pimple filled pu skin also really scurrying
272,Acne,ive struggling really nasty rash skin lately covered blackhead pimple packed pu skin also really scurrying
273,Acne,developed really nasty rash skin ton blackhead pimple filled pu skin also really scurrying
274,Acne,ive dealing really nasty rash skin lately covered blackhead pimple packed pu skin also really scurrying
275,Acne,ive recently developed terrible rash skin riddled blackhead pusfilled pimple skin also scurrying everywhere
276,Acne,recently horrible rash skin several blackhead pusfilled pimple skin also moving around lot
277,Acne,morning woke discovered extremely bad rash body several pusfilled pimple blackhead around skin also moving around lot
278,Acne,awoke morning see horrible rash skin several blackhead pimple loaded pu skin also scurrying
279,Acne,ive developed skin rash several pusfilled pimple blackhead skin also quite sensitive
280,Acne,skin rash several pusfilled pimple blackhead bothering lately additionally skin scurring lot
281,Acne,woke morning find terrible rash body blackhead pusfilled pimple place additionally skin changing lot
282,Acne,awoke morning realised severe rash body many pusfilled pimple blackhead place skin also scurring lot
283,Acne,ive recently developed terrible rash skin riddled blackhead pusfilled pimple skin also scurrying
284,Acne,awoke morning see horrible rash skin several blackhead pimple loaded pu skin also scurrying
285,Acne,morning woke discovered extremely bad rash skin several pusfilled pimple blackhead around skin also moving around lot
286,Acne,ive recently battling pretty itchy rash skin pusfilled pimple blackhead skin also scurring lot
287,Acne,morning realized major rash body lot pimple filled pu blackhead everywhere skin scurrying lot
288,Acne,woke today find major rash body lot pimple filled pu blackhead everywhere skin scurrying lot
289,Acne,woke morning find major rash body covered pusfilled pimple blackhead skin scurrying lot
290,Acne,morning saw large rash body lot pusfilled pimple blackhead face skin scurrying lot
291,Acne,discovered significant rash body morning blackhead pusfilled pimple proliferating skin scurrying lot
